code_protein	Protein	Association	Loading_Value	Description	Indistinguishable.Proteins	comp1	comp2	comp3
X13911	983_SemiBin_75_contig_6648002_6	stress	0.0348618995805668	rank: E		0.0348618995805668	-0.0481875670144245	-0.00309464455615274
X149	932_SemiBin_124_contig_6655468_25	stress	0.0348527178607534	rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)		0.0348527178607534	-0.0258978444880398	0.0380736540036381
X21605	MEGAHIT-MetaBAT2-S947.8_contig_60635_1	stress	0.0348385005085056	rank: D;SurA-like N-terminal domain [PF13623.11] (db=pfam)		0.0348385005085056	0.0221466798863547	0.00350424921301706
X12972	983_SemiBin_151_contig_1974775_6	stress	0.0348022281120516	rank: D;Diguanylate cyclase, GGDEF domain [PF00990.26];Bacterial extracellular solute-binding proteins, family 3 [PF00497.25] (db=pfam)		0.0348022281120516	0.0142737959841775	-0.0478208220721034
X19074	MEGAHIT-MetaBAT2-S942.153_contig_5812238_2	stress	0.0347896742910986	rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)		0.0347896742910986	0.0170674304183172	0.0153864396276401
X23308	MEGAHIT-MetaBAT2-S950.5_contig_1514761_15	control	-0.0347889481818554	rank: D;BatD DUF11 like domain [PF13584.11];TPR repeat [PF13414.11] (db=pfam)		-0.0347889481818554	0.0378484101436314	-0.0292177795865147
X19563	MEGAHIT-MetaBAT2-S944.127_contig_3265467_1	stress	0.0346914277431421	rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)		0.0346914277431421	0.00173142232951579	0.0267653741780561
X935	932_SemiBin_237_contig_3195489_2	stress	0.0346584305234467	rank: C;K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1] (db=kegg)	MEGAHIT-MetaBAT2-S970.119_contig_4140876_1	0.0346584305234467	0.0319976832138079	-0.0375569100946427
X5345	948_SemiBin_209_contig_3427104_96	stress	0.0346442241862577	rank: E		0.0346442241862577	-0.0194283845001225	0.0216808920443084
X19058	MEGAHIT-MetaBAT2-S942.110_contig_6619128_10	stress	0.0346408328587433	rank: D;Gliding motility associated protein GldN [PF19841.4] (db=pfam)		0.0346408328587433	0.0178513871957799	-0.00607402806947467
X15639	992_SemiBin_233_contig_1712875_26	stress	0.0346272543967824	rank: C;CarD family transcriptional regulator, regulator of rRNA transcription (db=kegg)		0.0346272543967824	0.018824454561523	-0.00845423189932059
X14689	991_SemiBin_113_contig_800933_19	control	-0.0345910432229063	rank: C;NADP-dependent alcohol dehydrogenase [EC:1.1.-.-] (db=kegg)		-0.0345910432229063	-0.0347816462145395	-0.0239326543240596
X9549	967_SemiBin_89_contig_4060640_5	stress	0.0345754024628604	rank: D;Endoribonuclease YicC-like, C-terminal [PF08340.16];Endoribonuclease YicC-like, N-terminal region [PF03755.18] (db=pfam)		0.0345754024628604	-0.00599546863999602	-0.0717905870474689
X752	932_SemiBin_237_contig_3195455_8	stress	0.0345348089483743	rank: C;GTPase (db=kegg)		0.0345348089483743	-0.00018097038469196	0.0122677272152496
X4634	947_SemiBin_9_contig_1846786_17	stress	0.0345082920684948	rank: C;holliday junction DNA helicase RuvB [EC:5.6.2.4] (db=kegg)		0.0345082920684948	0.00504596057683115	0.0193872679439382
X13146	983_SemiBin_151_contig_1974809_167	stress	0.0344890561644824	rank: D;Sporulation protein YtfJ (Spore_YtfJ) [PF09579.15] (db=pfam)		0.0344890561644824	0.0135385117901726	-0.0587815583945961
X9720	968_SemiBin_131_contig_4414067_13	control	-0.0344890403127996	rank: E		-0.0344890403127996	-0.016534505282232	-0.00888191296835962
X2665	941_SemiBin_67_contig_4026879_3	stress	0.0344846002974865	rank: C;transcription termination/antitermination protein NusA (db=kegg)		0.0344846002974865	0.0173113640849312	-0.0131002559491384
X14841	991_SemiBin_113_contig_800949_16	stress	0.0344469425986796	rank: C;aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] (db=kegg)		0.0344469425986796	-0.012265135337634	-0.0141775652331754
X5374	949_SemiBin_129_contig_6922903_25	stress	0.0343797159943688	rank: C;small subunit ribosomal protein S8 (db=kegg)		0.0343797159943688	0.0152445113816514	0.022358629652438
X16937	MEGAHIT-MetaBAT2-S933.133_contig_1079897_2	control	-0.0343775243128504	rank: C;UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)		-0.0343775243128504	0.00255212461251564	0.0145156122521839
X9615	968_SemiBin_116_contig_4216127_1	stress	0.0343560892921111	rank: D;E1-E2 ATPase [PF00122.25];Cation transporting ATPase, C-terminus [PF00689.26];haloacid dehalogenase-like hydrolase [PF00702.31];Cation transport ATPase (P-type) [PF13246.11];Cation transporter/ATPase, N-terminus [PF00690.31];haloacid dehalogenase-like hydrolase [PF08282.17] (db=pfam)		0.0343560892921111	-0.0261921531632477	-0.0314280065935767
X12657	983_SemiBin_12_contig_3607329_2	control	-0.0343077902555832	rank: C;fused signal recognition particle receptor (db=kegg)		-0.0343077902555832	0.0169970343823459	-0.0457585591912311
X14098	985_SemiBin_129_contig_7036585_3	stress	0.0342614104869763	rank: C;phosphoserine phosphatase RsbU/P [EC:3.1.3.3] (db=kegg)		0.0342614104869763	-0.0359495894128996	0.0144097097274119
X15887	992_SemiBin_233_contig_1712905_8	stress	0.0342593752456288	rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)		0.0342593752456288	0.0131490225550915	0.0351167699401326
X19395	MEGAHIT-MetaBAT2-S942.43_contig_3757181_13	stress	0.0342571695896119	rank: E		0.0342571695896119	-0.0319960375614058	0.00469538000265977
X14229	986_SemiBin_101_contig_4257431_1	stress	0.0342526862627114	rank: C;flagellin (db=kegg)		0.0342526862627114	-0.0208786292433899	0.0291743593408962
X16196	993_SemiBin_156_contig_1760583_10	control	-0.0341117067284598	rank: C;transketolase [EC:2.2.1.1] (db=kegg)		-0.0341117067284598	-0.0214014229029474	-0.00919855844492784
X2260	939_SemiBin_272_contig_3873222_16	stress	0.0340427730780528	rank: D;Iron-containing alcohol dehydrogenase [PF00465.24];Iron-containing alcohol dehydrogenase [PF13685.11] (db=pfam)	MEGAHIT-MetaBAT2-S946.235_contig_6774574_12	0.0340427730780528	-0.0248170383838528	-0.0105909611231728
X9540	967_SemiBin_89_contig_4060636_1	stress	0.0340424146750027	rank: C;uracil permease (db=kegg)	group9_bins.348_contig_6928309_26	0.0340424146750027	-0.0276116282866576	-0.0451792995227883
X9475	967_SemiBin_89_contig_4060596_12	stress	0.0340382943531239	rank: C;large subunit ribosomal protein L15 (db=kegg)		0.0340382943531239	-0.0401049142575779	-0.0579654997885713
X8659	965_SemiBin_146_contig_1265067_2	stress	0.0340098060342764	rank: C;beta-galactosidase [EC:3.2.1.23] (db=kegg)		0.0340098060342764	-0.00195087733121798	0.0270543500102106
X25077	MEGAHIT-MetaBAT2-S954.74_contig_2630374_3	stress	0.0340046589672192	rank: C;methyl-galactoside transport system permease protein (db=kegg)		0.0340046589672192	0.0116759979853378	0.0302513084299048
X19998	MEGAHIT-MetaBAT2-S945.140_contig_1583523_5	stress	0.0339811830176797	rank: C;2-iminoacetate synthase [EC:4.1.99.19] (db=kegg)	MEGAHIT-MetaBAT2-S957.37_contig_3494430_2	0.0339811830176797	0.0164673735219273	-0.0216930467948952
X17951	MEGAHIT-MetaBAT2-S935.62_contig_6035004_2	control	-0.033914576944591	rank: D;Pyruvate formate lyase-like [PF02901.20];Glycine radical [PF01228.26] (db=pfam)		-0.033914576944591	-0.00225350665439633	0.00607903854068916
X9363	967_SemiBin_89_contig_4060490_5	stress	0.0338974691457909	rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)		0.0338974691457909	0.00569622001018447	-0.0161722066887304
X16945	MEGAHIT-MetaBAT2-S933.133_contig_1079912_3	control	-0.0338956189280647	rank: C;ferrous-iron efflux pump FieF (db=kegg)		-0.0338956189280647	-0.0320145715259492	0.0489392662781357
X8307	964_SemiBin_111_contig_3255060_5	stress	0.0338891005081577	rank: D;Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25];Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.29] (db=pfam)		0.0338891005081577	0.0019527817489621	-0.00589434612146292
X5649	953_SemiBin_322_contig_357586_42	stress	0.0338851110661398	rank: D;Domain of unknown function (DUF4738) [PF15889.10] (db=pfam)		0.0338851110661398	-0.0315130954316304	0.0084520955795445
X15822	992_SemiBin_233_contig_1712894_10	stress	0.0338590361294399	rank: C;glycyl-tRNA synthetase [EC:6.1.1.14] (db=kegg)		0.0338590361294399	-0.0185177776268864	0.0086340188335104
X19144	MEGAHIT-MetaBAT2-S942.153_contig_5812786_4	stress	0.033797557922024	rank: C;methyl-accepting chemotaxis protein (db=kegg)		0.033797557922024	-0.0147624930043464	-0.0303493631820063
X5399	950_SemiBin_52_contig_2899154_53	stress	0.0337583354585833	rank: C;DNA-binding protein HU-beta (db=kegg)		0.0337583354585833	-0.0117253253433264	0.025714219511504
X21193	MEGAHIT-MetaBAT2-S947.111_contig_76302_5	control	-0.0337501388770465	rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)		-0.0337501388770465	-0.0127635888671029	-0.0400491290866097
X24505	MEGAHIT-MetaBAT2-S952.67_contig_6640622_1	stress	0.0337292804295416	rank: D;Anticodon-binding domain of tRNA ligase [PF08264.18];Zinc finger found in FPG and IleRS [PF06827.19] (db=pfam)		0.0337292804295416	0.00108427804860758	0.0281267560212412
X1071	933_SemiBin_193_contig_859853_5	stress	0.0336963555212097	rank: C;large subunit ribosomal protein L13 (db=kegg)		0.0336963555212097	0.0128373810099098	-0.0253980061852285
X14362	986_SemiBin_166_contig_1142852_1	stress	0.0336909097847044	rank: D;Glucan-binding protein C [PF08363.15];Mucin binding domain [PF17965.6] (db=pfam)		0.0336909097847044	-0.0543759625530085	-0.00920860572052139
X9569	967_SemiBin_89_contig_4060662_6	stress	0.0336855412700545	rank: C;preprotein translocase subunit YajC (db=kegg)		0.0336855412700545	-0.0296881936009786	-0.0780516806083554
X19343	MEGAHIT-MetaBAT2-S942.31_contig_2233068_13	stress	0.0336515599577539	rank: D;L-fucose isomerase, C-terminal domain [PF02952.22] (db=pfam)		0.0336515599577539	-0.0418526915320024	0.0161639247086502
X8600	965_SemiBin_146_contig_1265033_4	stress	0.033624241284651	rank: C;heat shock protein HslJ (db=kegg)		0.033624241284651	-0.00201902459461035	-0.05046011114126
X9423	967_SemiBin_89_contig_4060559_6	stress	0.033555479762168	rank: C;glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1] (db=kegg)		0.033555479762168	-0.00687619519661377	-0.0484173287627392
X12496	981_SemiBin_432_contig_5057950_73	control	-0.0334880907396663	rank: C;large subunit ribosomal protein L7/L12 (db=kegg)		-0.0334880907396663	-0.0155218115374122	0.0241008499976938
X25022	MEGAHIT-MetaBAT2-S954.181_contig_6061295_9	stress	0.0334820134640405	rank: C;4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] (db=kegg)		0.0334820134640405	0.00990819348967941	0.0239282184407618
X1505	935_SemiBin_192_contig_3012009_53	stress	0.0334686216202361	rank: C;acetoin utilization protein AcuB (db=kegg)		0.0334686216202361	0.00531853151466558	-0.0259059181259887
X12849	983_SemiBin_140_contig_943836_6	stress	0.0334516006360924	rank: C;formate C-acetyltransferase [EC:2.3.1.54] (db=kegg)		0.0334516006360924	-0.0301495988023123	-0.00944989614290547
X6705	956_SemiBin_215_contig_4668620_15	control	-0.0334253504792647	rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2] (db=kegg)	MEGAHIT-MetaBAT2-S964.185_contig_74937_12	-0.0334253504792647	0.0131641812796252	-0.023535270827062
X14637	990_SemiBin_269_contig_1074259_1	stress	0.0334210201934279	rank: D;Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25] (db=pfam)		0.0334210201934279	-0.0220948174519827	0.0477037359439643
X13080	983_SemiBin_151_contig_1974792_98	stress	0.0334195303938824	rank: C;uridylate kinase [EC:2.7.4.22] (db=kegg)		0.0334195303938824	0.0334423564612073	-0.0269769902689122
X12291	981_SemiBin_196_contig_5051769_61	control	-0.0334135143270193	rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)		-0.0334135143270193	0.0143163809207371	0.00891853837214197
X20970	MEGAHIT-MetaBAT2-S946.49_contig_2524374_7	stress	0.0334107814473198	rank: D;Putative beta-lactamase-inhibitor-like, PepSY-like [PF11396.13] (db=pfam)	group7_bins.169_contig_5961645_6	0.0334107814473198	0.00289519264923891	0.020430069279791
X20528	MEGAHIT-MetaBAT2-S945.92_contig_5403142_6	control	-0.0333931517506026	rank: D;Family of unknown function (DUF6029) [PF19494.4] (db=pfam)		-0.0333931517506026	-0.0133297555006654	0.000505888162767284
X6036	954_SemiBin_108_contig_986306_59	stress	0.0333884244527749	rank: E		0.0333884244527749	-0.00277093299100076	0.0180624465676044
X5357	948_SemiBin_209_contig_3427111_4	stress	0.0333861639707658	rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)		0.0333861639707658	-0.0408053561172857	-0.000812014400242551
X26678	MEGAHIT-MetaBAT2-S958.173_contig_1707662_1	stress	0.0333821497449139	rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)		0.0333821497449139	-0.000372554100298177	0.0170517903496047
X239	932_SemiBin_153_contig_6137058_18	control	-0.0333820361645597	rank: C;uncharacterized protein (db=kegg)		-0.0333820361645597	-0.0321477769539174	0.0139300043633424
X12737	983_SemiBin_133_contig_1182664_3	stress	0.0333570020281321	rank: C;Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1] (db=kegg)		0.0333570020281321	-0.00120011293987131	0.0177992548089506
X19316	MEGAHIT-MetaBAT2-S942.31_contig_2233034_6	stress	0.0333430836937107	rank: E		0.0333430836937107	0.0108101598330531	0.00371240870819068
X12532	981_SemiBin_432_contig_5057960_55	control	-0.0332854157110154	rank: C;chaperonin GroES (db=kegg)		-0.0332854157110154	-0.0252374511701664	0.0202415627717477
X26805	MEGAHIT-MetaBAT2-S959.110_contig_6841502_7	control	-0.0332820757180847	rank: C;GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2] (db=kegg)		-0.0332820757180847	0.0182881266301103	-0.0244382683409206
X9582	967_SemiBin_89_contig_4060677_8	stress	0.0332779915771912	rank: C;branched-chain amino acid transport system ATP-binding protein (db=kegg)		0.0332779915771912	-0.0322547820839367	-0.0615604657679028
X4036	947_SemiBin_204_contig_1162472_35	control	-0.0332569583699353	rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)		-0.0332569583699353	0.00161277255890668	-0.0624631366055687
X21583	MEGAHIT-MetaBAT2-S947.8_contig_60511_3	stress	0.0332528989057756	rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)		0.0332528989057756	0.0572742453654472	0.00859309735424837
X23723	MEGAHIT-MetaBAT2-S951.163_contig_4275134_5	stress	0.0332446097762586	rank: C;adenylosuccinate lyase [EC:4.3.2.2] (db=kegg)		0.0332446097762586	0.00609983097183568	0.0235088264518092
X9541	967_SemiBin_89_contig_4060638_3	stress	0.0332335861963219	rank: D;Prealbumin-like fold domain [PF17802.6] (db=pfam)		0.0332335861963219	-0.0300651701480321	-0.0619225466418443
X23932	MEGAHIT-MetaBAT2-S951.173_contig_4789016_1	control	-0.0332330922386704	rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)		-0.0332330922386704	-0.00746296167823284	-0.0198149130667457
X20302	MEGAHIT-MetaBAT2-S945.168_contig_3689539_4	control	-0.0332239856977441	rank: C;F-type H+-transporting ATPase subunit c (db=kegg)		-0.0332239856977441	0.0158618171005343	-0.0295893039199985
X5350	948_SemiBin_209_contig_3427107_21	stress	0.0332217430220847	rank: C;HlyD family secretion protein (db=kegg)		0.0332217430220847	-0.0262243247284116	0.0175231911494259
X9417	967_SemiBin_89_contig_4060549_12	stress	0.0332103460537788	rank: C;transketolase [EC:2.2.1.1] (db=kegg)		0.0332103460537788	-0.00364686993592019	-0.00761500880922643
X1987	937_SemiBin_148_contig_282799_3	control	-0.0331953293617806	rank: C;diadenylate cyclase [EC:2.7.7.85] (db=kegg)		-0.0331953293617806	-0.0129402658941974	-0.0613567803268795
X25491	MEGAHIT-MetaBAT2-S955.226_contig_2978353_5	stress	0.0331827342219638	rank: C;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13] (db=kegg)		0.0331827342219638	-0.0246272306781117	0.00536690727361562
X12464	981_SemiBin_432_contig_5057940_12	control	-0.0331763859388357	rank: C;lactose PTS system EIICB component [EC:2.7.1.207] (db=kegg)		-0.0331763859388357	-0.00176857287036052	0.0255534986953141
X25581	MEGAHIT-MetaBAT2-S956.103_contig_5657293_11	stress	0.0331616502046837	rank: D;Autotransporter beta-domain [PF03797.24] (db=pfam)		0.0331616502046837	-0.00635536233149195	0.0452690470735086
X12421	981_SemiBin_432_contig_5057920_2	control	-0.0331598172599933	rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)		-0.0331598172599933	-0.0162280377991191	0.0327685397423125
X8121	963_SemiBin_255_contig_1302090_10	stress	0.0331468103878397	rank: C;DNA-binding protein HU-beta (db=kegg)		0.0331468103878397	0.0197362661503996	0.0225376457068006
X9534	967_SemiBin_89_contig_4060630_19	stress	0.0331380661163973	rank: C;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] (db=kegg)		0.0331380661163973	-0.0167988757292993	-0.0702136410662557
X9621	968_SemiBin_116_contig_4216136_16	stress	0.0331338078707415	rank: C;large subunit ribosomal protein L22 (db=kegg)		0.0331338078707415	-0.0351730446075412	-0.0567965108828635
X25062	MEGAHIT-MetaBAT2-S954.74_contig_2630342_4	stress	0.033089699984058	rank: C;multiple sugar transport system ATP-binding protein [EC:7.5.2.-] (db=kegg)		0.033089699984058	0.0105225872626443	0.0297501422247095
X4650	947_SemiBin_9_contig_1846787_13	stress	0.033074235380352	rank: D;Cytochrome b5-like Heme/Steroid binding domain [PF00173.33] (db=pfam)		0.033074235380352	-0.0389923248962666	-0.00295412626200005
X26760	MEGAHIT-MetaBAT2-S958.173_contig_1707866_1	stress	0.0330708934035605	rank: D;Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.17] (db=pfam)		0.0330708934035605	-0.017196692817704	0.0286126340845712
X15055	991_SemiBin_141_contig_1443057_25	stress	0.0330654120757468	rank: C;membrane fusion protein, multidrug efflux system (db=kegg)		0.0330654120757468	-0.0304698234548837	0.0336606587625991
X9629	968_SemiBin_116_contig_4216155_9	stress	0.0330516002464414	rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)		0.0330516002464414	-0.0366765263389692	-0.0620301727833458
X11152	973_SemiBin_47_contig_3810177_31	control	-0.0330489027994072	rank: D;Bacterial type II and III secretion system protein [PF00263.26] (db=pfam)		-0.0330489027994072	0.00103251120804596	0.00338055360419365
X14343	986_SemiBin_166_contig_1142836_12	stress	0.0330159759904027	rank: C;small subunit ribosomal protein S6 (db=kegg)		0.0330159759904027	-0.0206869928538193	0.0293504846783866
X25401	MEGAHIT-MetaBAT2-S955.226_contig_2978284_31	stress	0.0329783879999761	rank: C;ribonucrease Y [EC:3.1.-.-] (db=kegg)		0.0329783879999761	-0.0411216587509785	0.0366601002836029
X25083	MEGAHIT-MetaBAT2-S954.88_contig_2518820_3	control	-0.0329637892368635	rank: C;NTE family protein (db=kegg)		-0.0329637892368635	0.00896919436308849	-0.0377430904420468
X14017	985_SemiBin_129_contig_7036532_42	stress	0.0329445965898813	rank: C;large subunit ribosomal protein L3 (db=kegg)		0.0329445965898813	-0.0367789902923239	0.0141159749092767
X10233	969_SemiBin_466_contig_2492073_95	stress	0.0329444102752959	rank: C;alanine or glycine:cation symporter, AGCS family (db=kegg)		0.0329444102752959	-0.0152025065565436	0.0321223127329095
X26314	MEGAHIT-MetaBAT2-S958.133_contig_3010662_3	stress	0.0329277072793643	rank: C;uracil phosphoribosyltransferase [EC:2.4.2.9] (db=kegg)		0.0329277072793643	-0.00682168462216485	0.0122328993215589
X12343	981_SemiBin_196_contig_5051787_96	stress	0.0329259993314105	rank: E		0.0329259993314105	-0.0104761456816588	0.0262767678684617
X26809	MEGAHIT-MetaBAT2-S959.110_contig_6841567_6	control	-0.0329210871524992	rank: D;POT family [PF00854.26] (db=pfam)		-0.0329210871524992	0.0386120135297094	-0.021159107679541
X2010	937_SemiBin_148_contig_282822_1	control	-0.0329206162182084	rank: D;Electron transfer flavoprotein domain [PF01012.26] (db=pfam)		-0.0329206162182084	-0.00563429982490029	-0.0110519910815031
X20576	MEGAHIT-MetaBAT2-S945.92_contig_5403163_26	control	-0.0328913929086608	rank: D;D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.35];D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.24];NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.20] (db=pfam)		-0.0328913929086608	-0.0160331983495112	0.0176068536435941
X13188	983_SemiBin_151_contig_1974811_26	stress	0.03287442547008	rank: C;small subunit ribosomal protein S13 (db=kegg)		0.03287442547008	0.00753755653471624	-0.0238877768681915
X16819	MEGAHIT-MetaBAT2-S932.53_contig_2808240_2	stress	0.0328590445039715	rank: C;raffinose/stachyose/melibiose transport system substrate-binding protein (db=kegg)		0.0328590445039715	0.0546593991245419	0.0281071222721393
X9705	968_SemiBin_131_contig_4414053_12	stress	0.0328417777524592	rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2] (db=kegg)	970_SemiBin_53_contig_3961074_3	0.0328417777524592	0.00401521440873856	0.0192611389574935
X12515	981_SemiBin_432_contig_5057955_48	control	-0.0328378126805304	rank: C;two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3] (db=kegg)		-0.0328378126805304	0.0298523624430934	0.0371514224436985
X5209	948_SemiBin_209_contig_3427034_10	stress	0.0327982122886742	rank: D;Bacterial extracellular solute-binding protein [PF13416.11] (db=pfam)	MEGAHIT-MetaBAT2-S945.140_contig_1583178_24	0.0327982122886742	0.000907149002330687	-0.021195938798571
X10732	973_SemiBin_307_contig_3160926_143	stress	0.0327646686337836	rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)		0.0327646686337836	0.00453145909178935	0.0414434387835587
X13350	983_SemiBin_265_contig_1939168_2	stress	0.0327228522708723	rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2] (db=kegg)		0.0327228522708723	-0.0151371055126315	0.0281749475345989
X22307	MEGAHIT-MetaBAT2-S949.157_contig_2408639_7	control	-0.032716482750548	rank: C;2-iminoacetate synthase [EC:4.1.99.19] (db=kegg)		-0.032716482750548	0.0143394894094075	-0.0200060631614704
X25754	MEGAHIT-MetaBAT2-S956.75_contig_5805005_18	stress	0.032706683252694	rank: D;Malic enzyme, NAD binding domain [PF03949.20];Malic enzyme, N-terminal domain [PF00390.24];Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.26] (db=pfam)		0.032706683252694	0.0182503159717805	-0.0130106700283409
X9611	968_SemiBin_116_contig_4216111_4	stress	0.03268362857311	rank: E		0.03268362857311	0.0137291491590169	-0.0662455922800161
X20353	MEGAHIT-MetaBAT2-S945.168_contig_3689838_3	control	-0.0326683070064919	rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)		-0.0326683070064919	-0.0199698184708457	-0.0359033130765703
X4229	947_SemiBin_8_contig_4470229_5	stress	0.032650477117776	rank: C;chemotaxis protein MotB (db=kegg)		0.032650477117776	-0.00571521749013405	0.0177168898969554
X25994	MEGAHIT-MetaBAT2-S957.55_contig_4399976_4	stress	0.0326375501741485	rank: C;ribonuclease R [EC:3.1.13.1] (db=kegg)		0.0326375501741485	0.0284266851119953	0.0298302235101946
X25305	MEGAHIT-MetaBAT2-S955.226_contig_2978217_3	stress	0.0326236012454347	rank: C;L-lactate dehydrogenase complex protein LldG (db=kegg)		0.0326236012454347	-0.00600513432904709	0.0322213162456739
X25389	MEGAHIT-MetaBAT2-S955.226_contig_2978283_22	stress	0.0326216046900738	rank: C;large subunit ribosomal protein L30 (db=kegg)		0.0326216046900738	0.0383031136312016	0.0103138825056004
X7727	961_SemiBin_68_contig_3660545_11	stress	0.032614160161622	rank: C;ribosome-binding factor A (db=kegg)		0.032614160161622	0.0255583852443149	-0.0315862847952833
X12449	981_SemiBin_432_contig_5057932_25	control	-0.032611944138782	rank: D;Diguanylate cyclase, GGDEF domain [PF00990.26] (db=pfam)		-0.032611944138782	-0.00131946268494398	0.0218378819895832
X11121	973_SemiBin_47_contig_3810163_44	control	-0.0326112245361559	rank: C;large subunit ribosomal protein L19 (db=kegg)		-0.0326112245361559	-0.0196935767789938	0.00112085080154624
X6308	955_SemiBin_256_contig_4164740_32	control	-0.0325804984449018	rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)		-0.0325804984449018	-0.0187215241791258	-0.0171649833919073
X11523	975_SemiBin_73_contig_4529649_5	stress	0.0325638034459848	rank: D;SipL, SPOCS domain [PF12673.12] (db=pfam)		0.0325638034459848	0.0222256474440547	-0.0103674318535217
X25742	MEGAHIT-MetaBAT2-S956.75_contig_5805002_33	stress	0.0325336120776571	rank: C;DNA-binding protein HU-beta (db=kegg)		0.0325336120776571	0.018635257133939	-0.0122470939948873
X23708	MEGAHIT-MetaBAT2-S951.163_contig_4275118_6	control	-0.0325309831176808	rank: C;Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA (db=kegg)		-0.0325309831176808	-0.0198895364818302	-0.0399715922905478
X25718	MEGAHIT-MetaBAT2-S956.75_contig_5804995_11	stress	0.0325284606659614	rank: C;small subunit ribosomal protein S19 (db=kegg)		0.0325284606659614	0.0187559913486361	-0.0119833464909546
X8866	965_SemiBin_146_contig_1265189_3	control	-0.0324931519988989	rank: C;glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24] (db=kegg)		-0.0324931519988989	-0.0261796258305368	-0.0284245406441195
X5169	947_SemiBin_9_contig_1846881_4	stress	0.0324750881705211	rank: C;mini-ribonuclease III [EC:3.1.26.-] (db=kegg)		0.0324750881705211	0.035838343879119	-0.00423580148436737
X8854	965_SemiBin_146_contig_1265183_39	control	-0.0324725199380489	rank: C;small subunit ribosomal protein S16 (db=kegg)		-0.0324725199380489	-0.000473889900426409	-0.0232958011567628
X26077	MEGAHIT-MetaBAT2-S957.57_contig_338365_12	stress	0.03245325249285	rank: C;F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1] (db=kegg)		0.03245325249285	-0.00662969220720535	0.0342152313755503
X22550	MEGAHIT-MetaBAT2-S950.132_contig_5970439_31	stress	0.0324512619367615	rank: D;Hsp70 protein [PF00012.25];MreB/Mbl protein [PF06723.18] (db=pfam)		0.0324512619367615	-0.0232093872611691	-0.0317383682984328
X14079	985_SemiBin_129_contig_7036575_13	stress	0.0324491957101749	rank: D;SPFH domain / Band 7 family [PF01145.30] (db=pfam)		0.0324491957101749	-0.0250559706625356	-0.00087380536402857
X9797	968_SemiBin_313_contig_7005532_48	control	-0.0324170826900074	rank: C;large subunit ribosomal protein L6 (db=kegg)		-0.0324170826900074	-0.0311361891464944	-0.00831296359378032
X5419	950_SemiBin_52_contig_2899165_2	stress	0.0324081748760825	rank: E		0.0324081748760825	0.00349101499309037	0.0368557732455074
